label,class_name,brightness,contrast,red_mean,green_mean,blue_mean
9,truck,109.6416,52.960304,133.60742,105.83008,89.487305
8,ship,171.58723,45.989937,181.9834,168.35352,164.4248
5,dog,91.86198,55.33095,89.48242,97.424805,88.67871
5,dog,80.785805,56.589165,91.63965,80.59277,70.125
6,frog,102.55664,60.26767,112.51074,96.12695,99.03223
5,dog,127.140625,56.747868,129.68066,128.6582,123.08301
7,horse,96.49967,46.322002,102.947266,101.25195,85.299805
6,frog,134.86946,45.608242,140.26367,137.40625,126.93848
8,ship,164.0241,51.8401,142.19434,155.08496,194.79297
8,ship,104.404625,56.350224,100.78223,89.06152,123.37012
6,frog,86.81055,45.46345,110.72266,82.47754,67.231445
0,airplane,147.09538,30.67942,133.9873,148.69336,158.60547
9,truck,135.5573,78.44784,132.50195,140.40332,133.7666
5,dog,133.79134,54.747528,122.353516,134.3164,144.7041
7,horse,99.50488,49.46368,109.146484,104.11133,85.256836
5,dog,132.27019,47.643764,142.60254,134.22461,119.9834
2,bird,150.02344,59.24784,130.81934,146.87988,172.3711
9,truck,113.80664,74.68156,123.796875,115.89551,101.72754
8,ship,150.6364,61.203888,125.384766,147.27832,179.2461
8,ship,135.30632,53.55694,110.615234,139.09375,156.20996
5,dog,155.50032,75.32031,159.44629,162.30176,144.75293
4,deer,87.20117,36.24213,98.25391,83.90332,79.44629
7,horse,124.63998,61.03741,131.30957,132.65918,109.95117
1,automobile,128.45345,71.98652,160.30371,116.69531,108.36133
5,dog,77.2972,41.348644,90.39551,75.67871,65.81738
5,dog,137.18684,65.98483,146.3086,134.9961,130.25586
5,dog,100.24381,59.231197,98.296875,100.206055,102.228516
7,horse,120.65365,76.730705,124.96973,124.41699,112.57422
2,bird,72.73373,50.984303,67.02734,85.86328,65.31055
0,airplane,144.05339,53.739517,141.24512,146.32031,144.59473
9,truck,166.66179,86.40507,170.2998,165.85352,163.83203
2,bird,74.427086,50.405033,93.881836,85.12988,44.26953
9,truck,138.63802,80.44543,129.0498,138.22754,148.63672
9,truck,112.90072,45.517597,97.538086,109.27637,131.8877
5,dog,86.242836,49.51684,97.299805,83.44043,77.98828
2,bird,121.14095,41.659466,119.237305,122.2207,121.96484
0,airplane,218.86067,62.775402,217.57031,219.625,219.38672
8,ship,105.53516,51.07036,88.63867,100.13867,127.828125
0,airplane,122.62207,52.805626,134.3916,134.46777,99.006836
1,automobile,135.7116,63.72961,142.08594,125.79004,139.25879
8,ship,114.192055,58.70169,125.02734,109.461914,108.086914
6,frog,111.23633,42.402035,134.45215,123.518555,75.73828
6,frog,128.04362,44.46877,156.1211,121.521484,106.48828
3,cat,128.47786,54.474392,147.10059,128.08105,110.25195
9,truck,168.55403,72.91544,167.30664,174.07617,164.2793
5,dog,113.188805,57.679028,123.92969,109.95117,105.68555
5,dog,88.99186,43.330063,102.5166,93.271484,71.1875
2,bird,229.75488,44.63585,232.10449,230.68457,226.47559
3,cat,66.06576,47.51226,65.40137,66.3291,66.4668
5,dog,81.6276,51.605675,83.36914,81.84277,79.6709
4,deer,113.185875,32.806858,135.56445,108.475586,95.51758
6,frog,106.17513,35.82238,128.89551,103.56543,86.06445
3,cat,190.80144,77.09994,191.45996,191.42188,189.52246
2,bird,95.618164,43.21837,108.78613,98.55469,79.51367
2,bird,101.73861,30.788948,118.13379,114.06836,73.01367
3,cat,123.36979,80.193436,127.73242,125.13281,117.24414
1,automobile,167.26692,73.73125,168.29004,166.90625,166.60449
2,bird,148.01335,69.361084,138.58496,148.99414,156.46094
2,bird,115.02832,34.414127,137.14062,132.16309,75.78125
3,cat,133.82487,49.17248,142.7793,128.72363,129.97168
8,ship,143.46777,41.113815,141.4668,143.39941,145.53711
5,dog,138.49446,64.94022,176.03027,132.95605,106.49707
2,bird,113.1901,61.547554,155.91309,105.77539,77.881836
7,horse,100.67383,53.805866,105.06543,106.961914,89.99414
6,frog,121.61426,40.206593,117.418945,127.38672,120.03711
3,cat,114.44271,55.434753,133.02734,110.921875,99.37891
8,ship,120.92025,48.67171,123.22949,116.924805,122.606445
8,ship,150.88574,36.723747,142.40918,148.19922,162.04883
0,airplane,183.08105,67.27864,156.35449,186.43066,206.45801
4,deer,79.44824,52.497097,95.68262,95.046875,47.615234
9,truck,131.63509,71.36449,130.14746,125.40918,139.34863
3,cat,81.62109,54.91082,85.36035,79.36133,80.1416
6,frog,71.97103,46.62584,84.706055,80.387695,50.819336
9,truck,143.27376,55.255203,133.39355,142.12305,154.30469
7,horse,95.652016,36.014866,105.319336,99.11426,82.52246
6,frog,58.326824,53.910908,77.506836,55.592773,41.88086
0,airplane,132.37012,34.547184,118.98633,130.91992,147.2041
5,dog,154.6032,43.441658,164.11035,146.85059,152.84863
0,airplane,155.18945,83.900734,155.18945,155.18945,155.18945
6,frog,75.82324,47.434086,108.612305,68.674805,50.182617
2,bird,104.67643,33.503113,108.41211,111.59961,94.01758
2,bird,145.04036,37.128555,161.9873,150.15625,122.97754
3,cat,104.54134,44.942764,130.54492,103.024414,80.05469
1,automobile,96.51627,71.30223,71.27344,87.25781,131.01758
0,airplane,164.778,42.729225,162.69531,163.24707,168.3916
9,truck,134.35384,57.69273,145.74512,132.21387,125.10254
4,deer,140.44597,44.945984,152.78809,142.04492,126.50488
9,truck,91.17578,58.974678,88.018555,94.875,90.63379
7,horse,163.21355,53.210144,164.15137,162.8457,162.64355
0,airplane,158.21843,79.813736,148.42871,160.18066,166.0459
9,truck,117.458984,68.92743,132.97363,114.35742,105.0459
3,cat,70.9401,63.057884,76.67285,70.646484,65.50098
9,truck,107.989586,47.036507,81.43652,109.93848,132.59375
6,frog,88.123695,40.109684,100.3457,91.84961,72.17578
3,cat,89.5459,63.908108,97.0625,87.234375,84.34082
4,deer,134.51074,42.105923,120.10449,130.45605,152.97168
3,cat,123.3431,54.232365,136.96289,120.99512,112.07129
0,airplane,87.947266,72.32354,32.316406,91.07031,140.45508
0,airplane,94.867516,61.021294,82.305664,93.67871,108.618164
6,frog,134.9616,37.60865,138.11719,140.32227,126.44531
0,airplane,110.305016,34.706738,114.76465,121.86914,94.28125
2,bird,124.95736,38.452328,138.74805,140.61133,95.512695
1,automobile,116.03483,50.604195,113.399414,118.05664,116.64844
1,automobile,93.58366,65.64647,136.6875,71.08887,72.97461
8,ship,170.33594,51.78046,152.1211,168.87793,190.00879
5,dog,81.555664,43.013935,86.0957,79.91211,78.65918
6,frog,95.50195,33.550133,108.49707,103.15234,74.856445
5,dog,111.89486,60.805454,127.81641,116.71582,91.15234
8,ship,157.51823,63.261192,154.13574,160.42578,157.99316
4,deer,182.75359,52.319523,182.33203,182.72363,183.20508
4,deer,140.42578,39.548645,162.50684,139.13867,119.631836
0,airplane,159.4069,53.133465,136.57129,163.29492,178.35449
2,bird,77.166664,68.79222,57.86133,76.296875,97.3418
8,ship,101.325195,62.337456,105.47266,99.40918,99.09375
4,deer,84.28678,32.184994,116.31348,86.70801,49.838867
0,airplane,156.53386,52.229557,156.3584,154.52441,158.71875
2,bird,91.703125,62.050636,93.59766,89.80469,91.70703
3,cat,147.22949,51.023415,153.89941,139.10156,148.6875
9,truck,66.65885,52.612865,70.322266,70.708984,58.945312
5,dog,110.00879,71.42093,175.45801,88.94336,65.625
7,horse,160.06218,64.11429,171.07617,150.08105,159.0293
8,ship,152.70866,41.730465,153.6543,153.32129,151.15039
5,dog,96.41992,58.25768,103.23535,93.51367,92.51074
0,airplane,126.94108,47.036957,114.44336,126.944336,139.43555
1,automobile,123.31836,59.484776,122.04785,123.13867,124.768555
8,ship,118.27539,35.394268,112.30176,118.1582,124.36621
8,ship,137.20508,54.72608,127.78711,139.72656,144.10156
5,dog,111.79916,42.709133,112.05664,117.649414,105.69141
3,cat,114.17318,41.68968,129.40527,114.94531,98.168945
5,dog,156.09831,47.464886,156.67285,154.45508,157.16699
2,bird,110.74447,37.689255,109.194336,109.046875,113.99219
3,cat,88.78613,92.97667,90.930664,96.28418,79.143555
8,ship,137.74707,85.26314,131.2041,140.45117,141.58594
6,frog,110.57259,42.08688,128.64355,113.884766,89.18945
5,dog,65.48893,54.22165,81.02832,63.938477,51.5
9,truck,178.50652,62.284527,182.0459,174.87988,178.59375
0,airplane,194.72786,43.315666,157.01172,191.89355,235.27832
8,ship,106.57389,51.955177,106.56641,108.49219,104.663086
7,horse,92.9974,67.37885,95.89844,100.79297,82.30078
4,deer,117.529625,54.40514,158.50879,125.24707,68.83301
0,airplane,204.7806,70.71769,204.61035,204.82031,204.91113
7,horse,158.62044,71.22652,167.91992,162.2168,145.72461
4,deer,39.823242,35.854736,33.245117,45.97461,40.25
0,airplane,205.20117,35.032024,205.20117,205.20117,205.20117
7,horse,127.85905,45.254906,141.26465,131.75293,110.55957
5,dog,164.9593,50.429337,161.58789,165.50293,167.78711
2,bird,95.91699,46.32394,98.625,97.3457,91.78027
6,frog,165.90723,51.31027,203.45801,170.02734,124.23633
2,bird,123.38802,71.43157,129.2168,126.49609,114.45117
7,horse,157.21648,45.228073,160.44238,159.20801,151.99902
6,frog,106.46973,50.688602,119.83496,119.49414,80.08008
3,cat,82.31217,61.11016,93.7832,81.546875,71.606445
9,truck,113.51302,71.24131,120.6543,111.171875,108.71289
3,cat,108.10482,53.40773,113.109375,108.85742,102.34766
3,cat,60.69987,60.399117,79.83789,58.481445,43.780273
2,bird,140.5114,59.720333,145.36133,139.7334,136.43945
9,truck,189.22754,68.76362,186.21289,190.21094,191.25879
0,airplane,118.4541,29.265707,107.15723,119.79297,128.41211
5,dog,82.33463,46.5192,125.74121,83.07617,38.186523
4,deer,103.43359,69.38777,120.43652,130.62012,59.24414
7,horse,126.11002,65.50398,103.98535,139.01465,135.33008
1,automobile,69.69662,44.01891,77.84082,73.06738,58.18164
0,airplane,158.24934,46.182434,145.8877,145.54785,183.3125
6,frog,120.058266,43.222885,135.05957,116.83203,108.2832
0,airplane,186.61263,44.1798,182.92773,186.52734,190.38281
0,airplane,209.00749,56.31823,206.77148,211.31055,208.94043
8,ship,157.08464,81.0527,160.59668,157.97754,152.67969
3,cat,93.08887,46.67391,94.12988,86.975586,98.16113
1,automobile,105.12142,60.120884,119.336914,98.87988,97.14746
8,ship,132.61491,46.7772,127.381836,133.75684,136.70605
6,frog,104.30599,51.493862,109.331055,119.85547,83.731445
9,truck,101.785805,48.109993,103.581055,98.70703,103.069336
9,truck,86.47494,57.72084,59.876953,86.73047,112.81738
2,bird,108.16016,61.593727,109.51172,104.458984,110.509766
5,dog,61.051434,46.426933,66.549805,62.5459,54.058594
4,deer,112.569984,60.62815,112.96289,143.21191,81.53516
9,truck,133.29134,59.258297,135.10352,128.68652,136.08398
5,dog,110.404625,71.53662,104.15918,110.56641,116.48828
6,frog,125.65365,40.165005,134.59082,147.05566,95.31445
6,frog,156.97005,48.714222,156.44531,174.53223,139.93262
3,cat,106.4707,48.22719,109.30957,106.7207,103.381836
7,horse,87.67025,37.156574,93.53516,84.27246,85.203125
5,dog,131.028,58.018654,155.38477,115.83984,121.859375
7,horse,120.67416,49.528343,140.44043,128.34473,93.237305
3,cat,97.44401,64.64783,100.76758,92.21094,99.353516
0,airplane,143.91179,20.335396,137.07129,142.8623,151.80176
2,bird,139.17839,34.879772,166.38086,144.32715,106.82715
8,ship,150.89258,48.83198,123.91211,157.09082,171.6748
5,dog,118.63672,47.6717,124.46484,119.25488,112.19043
7,horse,113.095375,51.84748,100.07031,135.89844,103.31738
5,dog,161.85645,74.43114,162.0166,161.71582,161.83691
6,frog,108.98112,75.900185,134.01074,113.16992,79.762695
9,truck,107.46484,50.79738,108.12793,107.2959,106.9707
3,cat,111.05078,31.609165,119.57715,112.146484,101.42871
7,horse,143.23535,43.674194,145.62207,163.76465,120.319336
2,bird,119.35319,40.712822,134.39062,133.53516,90.13379
1,automobile,132.9134,46.191902,137.11816,128.93066,132.6914
3,cat,165.32845,95.59695,181.02246,167.40918,147.55371
7,horse,126.13932,68.39004,125.8457,124.197266,128.375
3,cat,82.83366,47.077408,109.02832,77.82031,61.652344
2,bird,98.680016,46.888668,106.77832,103.09863,86.163086
5,dog,92.98861,58.319477,103.19922,86.333984,89.43262
2,bird,128.93718,61.561707,145.23926,155.15137,86.4209
8,ship,65.30729,54.135067,59.811523,75.32617,60.78418
3,cat,90.88802,41.883965,84.15234,108.69922,79.8125
8,ship,150.78125,66.61825,164.28809,142.89062,145.16504
6,frog,92.52897,45.934742,118.32031,94.85449,64.41211
5,dog,84.52246,68.34187,86.94922,83.825195,82.79297
2,bird,103.91992,36.872654,113.368164,101.666016,96.725586
2,bird,74.6901,37.052517,76.22949,78.018555,69.822266
7,horse,117.51791,52.255157,151.75,115.4668,85.336914
5,dog,144.10645,60.858532,112.38281,150.83105,169.10547
8,ship,190.7259,38.32885,186.63379,188.43457,197.10938
3,cat,126.7526,35.747242,118.28906,123.56348,138.40527
2,bird,110.71484,56.27908,148.59277,129.3291,54.222656
7,horse,122.68848,47.197952,124.20215,127.81055,116.052734
0,airplane,153.82715,73.6625,132.79883,141.4248,187.25781
3,cat,94.95963,41.40036,84.95801,97.12988,102.791016
6,frog,92.34342,55.338753,115.12012,97.59277,64.31738
3,cat,100.38021,80.31096,91.44043,107.71973,101.98047
9,truck,115.4043,46.079628,135.36133,108.39258,102.458984
1,automobile,121.95703,45.409706,119.41992,124.52734,121.92383
2,bird,121.05469,44.567287,165.71289,122.46875,74.98242
6,frog,115.043945,24.624914,116.31055,112.18164,116.63965
3,cat,150.5114,71.445984,165.01758,149.7168,136.7998
5,dog,114.663086,32.856705,124.45703,128.17578,91.356445
3,cat,111.43229,65.22534,126.762695,108.200195,99.333984
1,automobile,149.93425,75.62542,146.63867,150.78711,152.37695
8,ship,182.0638,34.363083,169.56152,181.70508,194.9248
6,frog,151.95605,54.746017,156.38086,149.03027,150.45703
3,cat,51.039387,60.968433,50.67578,55.963867,46.478516
6,frog,117.0026,54.262238,172.66602,122.62891,55.71289
0,airplane,136.84668,46.679512,140.04883,138.91797,131.57324
9,truck,126.688805,53.052654,131.40918,126.65137,122.00586
0,airplane,128.83952,82.29271,128.81543,123.65234,134.05078
5,dog,104.152016,65.37496,102.91504,111.038086,98.50293
5,dog,135.72917,51.62434,136.8877,140.13184,130.16797
7,horse,149.25911,62.97245,155.3916,140.12988,152.25586
8,ship,146.85027,64.059616,134.11621,136.66895,169.76562
3,cat,118.53092,56.47483,127.93652,118.52539,109.13086
2,bird,114.49674,20.263033,115.54199,114.9043,113.043945
6,frog,91.433266,40.389244,114.69141,86.58203,73.02637
2,bird,58.652668,25.424318,73.05371,61.53418,41.370117
9,truck,131.44629,63.076397,132.06738,131.26562,131.00586
4,deer,110.356445,51.020718,101.70215,115.90234,113.46484
2,bird,102.15397,36.173737,103.55176,118.97168,83.93848
3,cat,76.36556,43.872196,75.75879,74.00293,79.33496
3,cat,132.38965,47.490597,132.38965,132.38965,132.38965
9,truck,159.99902,65.12692,167.25,156.40625,156.34082
3,cat,103.7334,50.015453,116.336914,103.7207,91.14258
7,horse,108.6058,62.19846,115.00098,98.65723,112.15918
7,horse,94.05306,54.54185,99.48242,104.978516,77.69824
6,frog,64.64453,62.69913,67.54004,75.36035,51.033203
7,horse,91.05631,64.711784,139.2627,86.20801,47.698242
6,frog,134.48991,47.55085,142.42578,133.62988,127.41406
1,automobile,104.38412,66.294945,122.57129,95.88574,94.69531
5,dog,100.16959,63.443417,123.34766,103.759766,73.40137
6,frog,108.14746,55.597054,121.38965,108.59961,94.453125
4,deer,80.23047,35.908146,77.3291,95.77051,67.5918
9,truck,107.82487,69.037285,100.774414,109.92676,112.77344
0,airplane,179.18555,44.867756,156.48926,177.09766,203.96973
4,deer,128.15137,47.4649,127.649414,136.67578,120.12891
4,deer,135.66504,36.20725,127.51953,158.20508,121.27051
1,automobile,106.34994,57.555244,139.0791,87.11133,92.859375
6,frog,129.70996,52.44086,156.75,126.85742,105.52246
5,dog,110.98242,84.79042,120.71777,110.94824,101.28125
6,frog,118.92741,36.75773,118.83594,125.18848,112.75781
1,automobile,123.86588,44.084984,128.95312,117.63867,125.00586
6,frog,109.799805,49.35868,119.234375,106.69336,103.47168
3,cat,121.39453,36.073273,133.44043,118.50195,112.24121
7,horse,123.14974,50.555267,132.45117,135.65039,101.34766
7,horse,33.78581,51.467453,37.823242,33.698242,29.835938
6,frog,116.42611,59.797066,156.06738,105.96094,87.25
8,ship,162.1263,46.47436,155.82422,159.39844,171.15625
7,horse,100.69922,43.947582,106.015625,114.26367,81.81836
2,bird,134.65788,41.846584,101.58496,148.86426,153.52441
0,airplane,126.512695,77.72381,121.62695,131.09668,126.81445
7,horse,100.11295,56.52675,110.07129,105.88867,84.37891
1,automobile,116.67155,52.962414,116.416016,125.13672,108.461914
3,cat,138.5638,59.50275,140.39648,139.29688,135.99805
2,bird,134.28679,37.008587,150.31738,139.10059,113.44238
1,automobile,116.37826,53.588455,124.25879,114.31445,110.56152
9,truck,113.06315,45.693558,126.04883,123.75293,89.387695
4,deer,95.57748,64.97102,104.43457,94.15918,88.13867
0,airplane,159.13477,46.604523,144.66602,160.21484,172.52344
0,airplane,179.26497,51.115284,143.19336,175.6543,218.94727
7,horse,112.543945,67.8382,132.67285,106.69531,98.26367
1,automobile,127.979164,69.67057,136.03223,129.60938,118.2959
7,horse,90.85775,67.494316,93.59766,110.66406,68.31152
6,frog,128.56804,47.986347,139.27441,131.4414,114.98828
9,truck,139.26204,67.990776,108.42383,148.88867,160.47363
0,airplane,115.64095,38.61738,122.67383,122.26367,101.98535
6,frog,96.30469,34.045567,102.0166,93.137695,93.759766
2,bird,70.84277,38.341484,67.711914,71.08984,73.72656
3,cat,125.37402,60.10489,140.30371,124.083984,111.734375
4,deer,123.75488,52.086323,137.67969,127.575195,106.009766
2,bird,142.60547,78.94467,168.73242,140.48633,118.59766
5,dog,123.47233,67.94889,105.44043,124.78223,140.19434
6,frog,97.26498,52.56764,124.49414,101.413086,65.887695
6,frog,116.6084,36.309334,128.33984,121.45508,100.03027
0,airplane,80.19564,34.99808,84.944336,78.78223,76.86035
5,dog,93.569664,58.63612,97.71875,95.3125,87.677734
5,dog,153.72234,50.64689,166.03711,149.79004,145.33984
2,bird,117.52344,29.484251,131.09277,122.5957,98.881836
1,automobile,86.5306,57.75506,86.02539,86.146484,87.41992
6,frog,150.0677,71.53943,150.43066,148.53223,151.24023
7,horse,100.526695,57.366577,129.2959,101.006836,71.27734
3,cat,76.34994,70.78288,89.71777,70.21484,69.11719
7,horse,132.05989,52.1463,136.66504,135.66113,123.853516
3,cat,80.69336,50.6485,92.73047,78.09766,71.25195
5,dog,157.27605,56.244255,156.34766,158.03125,157.44922
0,airplane,151.09538,66.005264,141.84473,155.24023,156.20117
2,bird,58.98535,49.585724,64.60156,59.867188,52.487305
9,truck,172.94336,52.05204,175.32129,179.93848,163.57031
2,bird,108.40723,46.34595,144.28027,114.72656,66.21484
2,bird,116.2933,44.810658,114.240234,111.31055,123.3291
2,bird,44.388348,22.91934,53.964844,50.643555,28.55664
9,truck,116.20052,65.0652,116.68359,129.20898,102.708984
3,cat,125.50195,66.21475,134.12598,116.38574,125.99414
6,frog,146.77214,36.490208,154.47559,144.71875,141.12207
7,horse,124.61393,59.13319,128.8877,123.131836,121.822266
8,ship,102.72721,52.374535,105.88379,99.612305,102.68555
5,dog,87.347984,42.535767,86.02539,99.92871,76.08984
5,dog,88.80241,42.45799,94.543945,109.39746,62.46582
1,automobile,152.4948,66.20649,147.61816,141.25977,168.60645
5,dog,91.28353,67.43047,96.38574,92.32422,85.140625
6,frog,117.16276,56.18335,137.71777,125.45508,88.31543
2,bird,92.66732,56.29059,103.78418,90.865234,83.35254
6,frog,88.89616,40.009,102.631836,87.61035,76.44629
7,horse,106.93945,61.05153,118.89551,114.15625,87.7666
1,automobile,71.981445,58.85042,71.77344,82.49609,61.674805
2,bird,29.722656,39.668247,34.8125,33.5166,20.838867
9,truck,122.41016,49.365135,121.67871,127.19824,118.353516
1,automobile,110.4567,59.06217,111.796875,112.274414,107.29883
0,airplane,23.073242,32.79368,23.073242,23.073242,23.073242
0,airplane,135.16145,36.596603,114.916016,131.08594,159.48242
3,cat,101.12402,51.13588,99.447266,98.74707,105.177734
3,cat,127.598305,64.25376,150.73535,121.99512,110.06445
2,bird,59.910156,64.856705,64.586914,69.44531,45.698242
0,airplane,147.05632,47.612984,104.37695,179.35645,157.43555
3,cat,80.939125,50.57345,94.37891,90.39844,58.04004
4,deer,99.82064,62.92164,95.1709,112.18457,92.106445
1,automobile,158.8968,92.302574,152.67676,157.99219,166.02148
7,horse,85.25553,47.588017,110.24902,93.549805,51.967773
7,horse,121.44271,38.0675,139.1709,125.62207,99.53516
9,truck,145.42253,73.96022,153.03125,147.8164,135.41992
2,bird,115.45541,51.134148,116.450195,116.22656,113.68945
0,airplane,94.5026,44.892586,54.12793,81.9082,147.47168
8,ship,136.91438,57.54787,144.58203,138.77246,127.38867
6,frog,120.30924,64.04963,133.88965,123.106445,103.93164
8,ship,117.91504,51.987724,95.6084,108.93945,149.19727
5,dog,83.44759,55.93691,91.75781,83.32031,75.26465
3,cat,129.21257,47.53417,128.25098,138.97168,120.41504
5,dog,108.389,60.994007,145.55664,104.541016,75.069336
5,dog,150.03581,46.481926,160.34473,151.00879,138.7539
5,dog,130.95638,61.812473,133.64746,132.57812,126.643555
5,dog,119.14388,43.694427,117.387695,123.01367,117.03027
1,automobile,221.125,65.81366,220.26172,221.2793,221.83398
3,cat,98.07324,38.915474,95.52734,99.68359,99.00879
4,deer,97.81152,52.026787,121.24902,101.43848,70.74707
2,bird,101.6683,38.81447,95.73047,110.15332,99.12109
8,ship,116.24609,35.893776,109.97168,117.75098,121.015625
7,horse,122.24381,56.312447,133.6875,114.70703,118.336914
8,ship,148.62337,68.86979,97.68164,153.71582,194.47266
9,truck,122.80729,60.47724,103.27051,121.021484,144.12988
8,ship,91.014,39.50876,84.168945,95.17578,93.697266
4,deer,124.40853,22.609083,135.82422,121.865234,115.53613
5,dog,95.37598,35.901752,94.163086,98.34277,93.62207
6,frog,108.876305,37.21422,118.79492,109.15625,98.677734
0,airplane,180.69043,38.896168,179.09961,177.45117,185.52051
4,deer,113.00065,42.062717,119.365234,148.34668,71.29004
2,bird,148.8164,68.96096,159.88965,154.79883,131.76074
3,cat,153.47136,71.200905,181.80371,154.31934,124.291016
5,dog,109.55306,43.77887,105.39551,110.31836,112.94531
0,airplane,132.92708,31.214811,119.55957,136.53223,142.68945
1,automobile,202.29102,72.10666,202.29102,202.29102,202.29102
9,truck,128.48112,44.155968,123.36621,133.78125,128.2959
9,truck,96.00228,45.20206,108.48047,92.6875,86.83887
2,bird,134.40886,62.834007,137.95996,136.15137,129.11523
5,dog,146.51692,50.885082,132.58789,145.02148,161.9414
7,horse,125.05469,52.877346,124.60254,130.83105,119.73047
4,deer,133.54851,49.02449,134.54395,134.27832,131.82324
1,automobile,158.97102,84.34052,156.16797,158.92676,161.81836
5,dog,102.90951,74.21015,103.35156,104.85547,100.521484
8,ship,115.84147,58.494198,108.63672,122.703125,116.18457
5,dog,113.4082,57.40903,105.31641,112.96582,121.94238
4,deer,111.31901,44.30527,121.0,134.16309,78.793945
7,horse,100.19303,36.86514,105.91211,95.1709,99.49609
2,bird,106.89844,53.086945,115.60156,102.67285,102.4209
8,ship,169.81575,18.63878,159.75,166.5459,183.15137
5,dog,99.597984,67.2361,110.71582,97.31543,90.762695
3,cat,118.981445,54.291225,115.64258,119.01465,122.28711
1,automobile,124.2806,63.981182,116.109375,125.01465,131.71777
9,truck,119.611,68.7517,126.07031,115.67969,117.08301
3,cat,170.21419,60.975563,156.74805,172.0459,181.84863
0,airplane,129.71419,63.4531,133.12207,145.50781,110.512695
5,dog,175.07976,60.811573,178.03516,187.27637,159.92773
6,frog,75.29459,55.719078,83.6416,70.06055,72.18164
2,bird,130.70183,51.23125,134.17285,148.52637,109.40625
6,frog,109.6442,33.994686,120.77734,99.243164,108.91211
3,cat,111.833984,50.598972,109.47656,110.64258,115.38281
9,truck,122.19889,54.530342,133.67871,122.24609,110.671875
4,deer,103.97461,29.558624,117.97266,111.37695,82.57422
1,automobile,78.66406,49.719505,78.70801,78.572266,78.711914
3,cat,100.72363,56.66234,109.078125,97.32129,95.771484
2,bird,183.65169,55.642944,149.67969,182.1543,219.1211
1,automobile,101.21517,63.97372,103.15332,99.03418,101.45801
9,truck,145.5459,58.148643,153.55078,139.73535,143.35156
2,bird,111.2985,47.593678,110.56641,128.74414,94.58496
9,truck,127.57943,72.46739,128.4082,127.21777,127.112305
4,deer,123.29948,42.26483,124.69629,134.81543,110.38672
5,dog,71.07617,53.287827,120.734375,47.05957,45.43457
9,truck,156.68523,63.563324,157.11523,158.89941,154.04102
7,horse,128.10774,87.1679,154.90918,130.56934,98.84473
0,airplane,160.17448,33.387047,123.12207,159.60449,197.79688
9,truck,118.70996,50.18038,112.81836,118.55762,124.75391
3,cat,141.87077,67.03917,144.19531,139.14062,142.27637
9,truck,123.28744,48.02667,134.67578,118.23535,116.95117
1,automobile,98.56478,61.614635,85.56738,96.94336,113.18359
8,ship,125.22168,53.883766,105.37012,120.37109,149.92383
5,dog,114.30241,42.172512,145.25,112.833984,84.82324
7,horse,127.4401,43.62524,133.84863,129.31543,119.15625
4,deer,112.45573,57.395412,118.56543,122.765625,96.03613
0,airplane,184.17871,53.70452,162.38672,185.72266,204.42676
3,cat,94.82455,71.23119,107.043945,92.896484,84.5332
4,deer,132.28418,48.603516,152.02344,137.67871,107.15039
8,ship,170.29622,53.306778,171.08398,166.95117,172.85352
4,deer,110.10156,23.5234,108.24805,122.319336,99.737305
3,cat,148.43555,50.156116,168.55176,149.60352,127.15137
8,ship,121.9694,43.209507,119.353516,122.6543,123.90039
7,horse,89.2933,48.09908,103.46387,87.18652,77.22949
1,automobile,63.79134,52.971714,84.27539,54.37207,52.726562
0,airplane,150.85027,64.37554,85.61035,167.60449,199.33594
4,deer,126.71354,42.68214,157.53906,125.78906,96.8125
1,automobile,97.67155,55.1913,120.99805,95.96387,76.052734
5,dog,101.55045,26.750475,110.70996,108.90332,85.038086
8,ship,197.20671,52.233463,180.37793,199.46777,211.77441
8,ship,132.71355,61.585423,116.728516,131.24023,150.17188
3,cat,111.96908,67.90802,139.90723,111.90234,84.09766
1,automobile,75.92025,49.829403,79.94141,74.72949,73.08984
1,automobile,114.764,59.952904,110.53125,125.15918,108.60156
7,horse,119.35873,67.49886,117.02051,154.71484,86.34082
4,deer,98.95248,42.67727,145.02148,101.49609,50.339844
0,airplane,80.79916,64.204346,89.293945,93.12793,59.975586
6,frog,125.69922,38.71837,142.99023,127.68555,106.421875
1,automobile,111.143555,57.064034,107.63379,110.94043,114.856445
4,deer,70.54525,36.11787,85.600586,75.97266,50.0625
2,bird,125.02344,74.01686,117.62012,125.16797,132.28223
6,frog,99.319336,50.0774,114.81836,98.0957,85.043945
9,truck,101.79785,65.59237,92.28906,94.796875,118.30762
4,deer,93.49121,19.83511,101.11914,95.33789,84.0166
8,ship,135.87044,39.17383,133.9961,139.36621,134.24902
9,truck,139.12956,76.22766,135.71387,137.07617,144.59863
8,ship,199.29655,57.262245,193.8291,200.31836,203.74219
9,truck,124.70541,66.69356,134.89258,121.174805,118.04883
7,horse,138.44109,76.49475,162.04883,146.95996,106.31445
3,cat,159.99284,80.92422,197.62402,191.0498,91.30469
9,truck,96.37533,47.106255,103.328125,93.71973,92.078125
8,ship,129.89812,47.23821,116.91406,126.663086,146.11719
9,truck,104.76074,64.30073,118.80957,102.18164,93.291016
5,dog,160.43098,67.64286,160.65625,160.26562,160.3711
9,truck,122.73177,77.108444,122.8457,127.21094,118.13867
6,frog,73.4222,51.26903,78.950195,93.6582,47.658203
